TransactionID,InvoiceNumber,InvoiceDate,DueDate,PaymentDate,SupplierID,SupplierName,SupplierCategory,Department,CostCentre,AccountCode,ExpenseCategory,ExpenseType,NetAmount,VATAmount,GrossAmount,Currency,PaymentStatus,PaymentMethod,TransactionType,FiscalYear,DaysToPayment
TXN-000215,INV-20250200215,2025-02-25,2025-03-11,2025-03-09,SUP-1018,Allied Publicity Services Ltd,Marketing,Legal,LEG001,6120,Supplies And Services,Branding Materials,23785.75,4757.15,28542.90,GBP,Paid,Cheque,Invoice,2024/2025,-2
TXN-000216,INV-20231000216,2023-10-21,2023-11-04,2023-10-29,SUP-1024,Institute for Government,Consultancy,Planning,PLN001,6110,Professional Services,Planning Consultancy,-434.84,-86.97,-521.81,GBP,Paid,Purchase Card,Credit Note,2023/2024,-6
TXN-000217,INV-20241200217,2024-12-11,2024-12-25,2024-12-20,SUP-1034,RP Slight & Sons Ltd,Construction,Operations,OPS001,4500,Capital,Building Works,-2116.53,-423.31,-2539.84,GBP,Paid,Bank Transfer,Credit Note,2024/2025,-5
TXN-000218,INV-20250300218,2025-03-26,2025-04-09,2025-04-02,SUP-1022,Operational Research Society,Research,Marketing,MKT001,4700,Professional Services,Conference Fees,22259.38,0.00,22259.38,GBP,Paid,Direct Debit,Invoice,2024/2025,-7
TXN-000219,INV-20241200219,2024-12-02,2025-01-31,2025-01-21,SUP-1020,Tillicoultry Quarries Ltd,Materials,Planning,PLN001,6110,Supplies And Services,Aggregate Materials,-3676.65,-735.33,-4411.98,GBP,Paid,Purchase Card,Credit Note,2024/2025,-10
TXN-000220,INV-20230800220,2023-08-30,2023-09-29,2023-09-20,SUP-1011,Decco Limited,Waste Management,Marketing,MKT001,4700,Supplies And Services,Waste Processing,11649.36,2329.87,13979.23,GBP,Paid,Purchase Card,Invoice,2023/2024,-9
TXN-000221,INV-20240500221,2024-05-27,2024-06-26,2024-06-18,SUP-1021,Posturite Ltd,Office Supplies,Waste Management,WM001,4600,Supplies And Services,Office Equipment,-4395.88,-879.18,-5275.06,GBP,Paid,BACS,Credit Note,2024/2025,-8
TXN-000222,INV-20241000222,2024-10-26,2024-11-25,,SUP-1009,Firstcall Trade Services Ltd,Trade Supplies,Marketing,MKT001,4700,Supplies And Services,Trade Supplies,31647.26,6329.45,37976.71,GBP,Pending,,Invoice,2024/2025,
TXN-000223,INV-20240900223,2024-09-27,2024-10-27,2024-10-22,SUP-1021,Posturite Ltd,Office Supplies,Finance,FIN001,4300,Supplies And Services,Ergonomic Equipment,36702.08,7340.42,44042.50,GBP,Paid,BACS,Invoice,2024/2025,-5
TXN-000224,INV-20231100224,2023-11-17,2023-12-17,,SUP-1016,LSE Enterprise Ltd,Education & Research,Facilities,FAC001,4400,Professional Services,Training,42367.83,8473.57,50841.40,GBP,Overdue,,Invoice,2023/2024,
TXN-000225,INV-20241000225,2024-10-25,2024-11-24,2024-11-23,SUP-1021,Posturite Ltd,Office Supplies,Operations,OPS001,4500,Supplies And Services,Ergonomic Equipment,-2053.55,-410.71,-2464.26,GBP,Paid,Direct Debit,Credit Note,2024/2025,-1
TXN-000226,INV-20240100226,2024-01-23,2024-02-22,2024-02-21,SUP-1023,Thames Lido Ltd,Facilities,Planning,PLN001,6110,Supplies And Services,Facilities Management,55459.58,11091.92,66551.50,GBP,Paid,Bank Transfer,Invoice,2023/2024,-1
TXN-000227,INV-20241000227,2024-10-03,2024-11-02,2024-10-29,SUP-1031,Kin and Carta UK Ltd,Digital Services,Housing,HSG001,5100,Professional Services,Digital Transformation,6776.29,0.00,6776.29,GBP,Paid,BACS,Invoice,2024/2025,-4
TXN-000228,INV-20231100228,2023-11-18,2023-12-18,2023-12-17,SUP-1004,Jamieson Joiners & Builders Ltd,Construction,Research,RES001,6200,Capital,Joinery Works,19985.04,3997.01,23982.05,GBP,Paid,Purchase Card,Invoice,2023/2024,-1
TXN-000229,INV-20230400229,2023-04-06,2023-04-20,2023-04-14,SUP-1007,KPMG LLP,Professional Services,Research,RES001,6200,Professional Services,Audit Fees,28777.55,0.00,28777.55,GBP,Paid,Bank Transfer,Invoice,2023/2024,-6
TXN-000230,INV-20230700230,2023-07-01,2023-07-15,2023-07-07,SUP-1021,Posturite Ltd,Office Supplies,Facilities,FAC001,4400,Supplies And Services,Office Equipment,54815.48,10963.10,65778.58,GBP,Paid,BACS,Invoice,2023/2024,-8
TXN-000231,INV-20230500231,2023-05-08,2023-07-07,,SUP-1027,Kyocera Document Solutions UK Ltd,Office Equipment,Customer Services,CST001,4900,Supplies And Services,Printing Equipment,11382.12,2276.42,13658.54,GBP,Overdue,,Invoice,2023/2024,
TXN-000232,INV-20230400232,2023-04-10,2023-05-10,2023-05-01,SUP-1019,Simon Tullett Machinery Ltd,Machinery,Customer Services,CST001,4900,Supplies And Services,Machinery Parts,55725.18,11145.04,66870.22,GBP,Paid,Cheque,Invoice,2023/2024,-9
TXN-000233,INV-20230800233,2023-08-16,2023-08-30,2023-08-26,SUP-1019,Simon Tullett Machinery Ltd,Machinery,Operations,OPS001,4500,Supplies And Services,Machinery Maintenance,48576.63,9715.33,58291.96,GBP,Paid,Cheque,Invoice,2023/2024,-4
TXN-000234,INV-20250100234,2025-01-23,2025-02-22,,SUP-1011,Decco Limited,Waste Management,Policy,POL001,6100,Supplies And Services,Waste Processing,1091.53,218.31,1309.84,GBP,Pending,,Invoice,2024/2025,
TXN-000235,INV-20241100235,2024-11-02,2024-12-02,2024-11-23,SUP-1022,Operational Research Society,Research,Planning,PLN001,6110,Professional Services,Conference Fees,49662.64,9932.53,59595.17,GBP,Paid,Bank Transfer,Invoice,2024/2025,-9
TXN-000236,INV-20231000236,2023-10-07,2023-11-06,2023-11-01,SUP-1026,CMS Enviro Systems Ltd,Environmental,Research,RES001,6200,Supplies And Services,Environmental Services,658.10,131.62,789.72,GBP,Paid,Direct Debit,Invoice,2023/2024,-5
TXN-000237,INV-20240300237,2024-03-03,2024-04-02,2024-03-24,SUP-1016,LSE Enterprise Ltd,Education & Research,Operations,OPS001,4500,Professional Services,Training,15877.80,3175.56,19053.36,GBP,Paid,BACS,Invoice,2023/2024,-9
TXN-000238,INV-20240700238,2024-07-20,2024-08-19,2024-08-13,SUP-1004,Jamieson Joiners & Builders Ltd,Construction,Research,RES001,6200,Capital,Building Works,-4467.06,-893.41,-5360.47,GBP,Paid,Bank Transfer,Credit Note,2024/2025,-6
TXN-000239,INV-20240400239,2024-04-11,2024-04-25,2024-04-22,SUP-1008,SAV United Kingdom Ltd,IT Hardware,Research,RES001,6200,Supplies And Services,Network Equipment,28821.37,5764.27,34585.64,GBP,Paid,Purchase Card,Invoice,2024/2025,-3
TXN-000240,INV-20241000240,2024-10-02,2024-11-01,,SUP-1024,Institute for Government,Consultancy,Waste Management,WM001,4600,Professional Services,Environmental Assessment,40900.43,0.00,40900.43,GBP,Overdue,,Invoice,2024/2025,
TXN-000241,INV-20250300241,2025-03-21,2025-04-20,2025-04-11,SUP-1034,RP Slight & Sons Ltd,Construction,Operations,OPS001,4500,Capital,Joinery Works,3940.04,788.01,4728.05,GBP,Paid,BACS,Invoice,2024/2025,-9
TXN-000242,INV-20240300242,2024-03-01,2024-03-15,2024-03-14,SUP-1035,Dalkeith SPV Ltd,Capital Projects,Finance,FIN001,4300,Capital,Major Works,43085.85,8617.17,51703.02,GBP,Paid,Purchase Card,Invoice,2023/2024,-1
TXN-000243,INV-20230500243,2023-05-27,2023-07-26,2023-07-18,SUP-1006,Edmundson Electrical Ltd,Electrical Supplies,Customer Services,CST001,4900,Supplies And Services,Electrical Materials,27543.71,5508.74,33052.45,GBP,Paid,BACS,Invoice,2023/2024,-8
TXN-000244,INV-20230400244,2023-04-23,2023-06-22,2023-06-22,SUP-1030,Wales Audit Office,Audit & Compliance,Research,RES001,6200,Professional Services,External Audit,34804.10,0.00,34804.10,GBP,Paid,Direct Debit,Invoice,2023/2024,0
TXN-000245,INV-20241000245,2024-10-06,2024-11-05,2024-10-29,SUP-1023,Thames Lido Ltd,Facilities,Policy,POL001,6100,Supplies And Services,Facilities Management,17403.67,3480.73,20884.40,GBP,Paid,BACS,Invoice,2024/2025,-7
TXN-000246,INV-20240400246,2024-04-18,2024-06-17,2024-06-11,SUP-1009,Firstcall Trade Services Ltd,Trade Supplies,Planning,PLN001,6110,Supplies And Services,Trade Supplies,5044.94,1008.99,6053.93,GBP,Paid,BACS,Invoice,2024/2025,-6
TXN-000247,INV-20241000247,2024-10-02,2024-12-01,2024-11-29,SUP-1023,Thames Lido Ltd,Facilities,Public Health,PH001,4210,Supplies And Services,Facilities Management,50130.59,10026.12,60156.71,GBP,Paid,BACS,Invoice,2024/2025,-2
TXN-000248,INV-20240900248,2024-09-26,2024-11-25,,SUP-1020,Tillicoultry Quarries Ltd,Materials,Operations,OPS001,4500,Supplies And Services,Aggregate Materials,15038.84,3007.77,18046.61,GBP,Overdue,,Invoice,2024/2025,
TXN-000249,INV-20231000249,2023-10-11,2023-11-10,2023-10-31,SUP-1023,Thames Lido Ltd,Facilities,Finance,FIN001,4300,Supplies And Services,Facilities Management,36991.66,7398.33,44389.99,GBP,Paid,BACS,Invoice,2023/2024,-10
TXN-000250,INV-20230700250,2023-07-13,2023-07-27,2023-07-20,SUP-1016,LSE Enterprise Ltd,Education & Research,Housing,HSG001,5100,Professional Services,Research Services,-4393.01,-0.00,-4393.01,GBP,Paid,BACS,Credit Note,2023/2024,-7
TXN-000251,INV-20241000251,2024-10-04,2024-11-03,,SUP-1026,CMS Enviro Systems Ltd,Environmental,Operations,OPS001,4500,Supplies And Services,Environmental Services,8623.10,1724.62,10347.72,GBP,Overdue,,Invoice,2024/2025,
TXN-000252,INV-20241100252,2024-11-12,2024-11-26,,SUP-1019,Simon Tullett Machinery Ltd,Machinery,Housing,HSG001,5100,Supplies And Services,Machinery Maintenance,14405.02,2881.00,17286.02,GBP,Overdue,,Invoice,2024/2025,
TXN-000253,INV-20240500253,2024-05-28,2024-06-27,2024-06-27,SUP-1010,Vital Energi Utilities Ltd,Energy & Utilities,Research,RES001,6200,Capital,Energy Works,-4428.64,-885.73,-5314.37,GBP,Paid,BACS,Credit Note,2024/2025,0
TXN-000254,INV-20230500254,2023-05-19,2023-06-18,,SUP-1028,Knowledge Train Ltd,Training,Marketing,MKT001,4700,Professional Services,Staff Training,47201.82,9440.36,56642.18,GBP,Pending,,Invoice,2023/2024,
TXN-000255,INV-20240200255,2024-02-02,2024-04-02,2024-03-25,SUP-1027,Kyocera Document Solutions UK Ltd,Office Equipment,Waste Management,WM001,4600,Supplies And Services,Printing Equipment,14647.85,2929.57,17577.42,GBP,Paid,BACS,Invoice,2023/2024,-8
TXN-000256,INV-20240700256,2024-07-18,2024-08-17,2024-08-11,SUP-1020,Tillicoultry Quarries Ltd,Materials,Legal,LEG001,6120,Supplies And Services,Aggregate Materials,33547.88,6709.58,40257.46,GBP,Paid,BACS,Invoice,2024/2025,-6
TXN-000257,INV-20231000257,2023-10-26,2023-11-25,,SUP-1025,Franks Portlock Consulting Ltd,Consultancy,Housing,HSG001,5100,Professional Services,Environmental Assessment,55353.01,11070.60,66423.61,GBP,Pending,,Invoice,2023/2024,
TXN-000258,INV-20230500258,2023-05-23,2023-06-22,2023-06-12,SUP-1006,Edmundson Electrical Ltd,Electrical Supplies,Marketing,MKT001,4700,Supplies And Services,Electrical Materials,-4399.70,-879.94,-5279.64,GBP,Paid,BACS,Credit Note,2023/2024,-10
TXN-000259,INV-20240300259,2024-03-06,2024-04-05,2024-04-02,SUP-1014,P & M Sinclair Ltd,Construction,Operations,OPS001,4500,Capital,Building Works,57734.13,11546.83,69280.96,GBP,Paid,Bank Transfer,Invoice,2023/2024,-3
TXN-000260,INV-20250300260,2025-03-13,2025-03-27,,SUP-1031,Kin and Carta UK Ltd,Digital Services,Customer Services,CST001,4900,Professional Services,Digital Transformation,23948.77,0.00,23948.77,GBP,Pending,,Invoice,2024/2025,
TXN-000261,INV-20240400261,2024-04-24,2024-06-23,2024-06-13,SUP-1021,Posturite Ltd,Office Supplies,Planning,PLN001,6110,Supplies And Services,Ergonomic Equipment,18678.23,3735.65,22413.88,GBP,Paid,Cheque,Invoice,2024/2025,-10
TXN-000262,INV-20240700262,2024-07-21,2024-08-20,,SUP-1033,P1 Solutions Ltd,Facilities,Customer Services,CST001,4900,Supplies And Services,Facilities Management,45757.33,9151.47,54908.80,GBP,Overdue,,Invoice,2024/2025,
TXN-000263,INV-20240400263,2024-04-14,2024-05-14,2024-05-14,SUP-1021,Posturite Ltd,Office Supplies,Customer Services,CST001,4900,Supplies And Services,Office Equipment,-3770.95,-754.19,-4525.14,GBP,Paid,BACS,Credit Note,2024/2025,0
TXN-000264,INV-20241100264,2024-11-14,2025-01-13,2025-01-11,SUP-1017,Bray Leino Ltd,Marketing,Marketing,MKT001,4700,Supplies And Services,Branding Materials,19959.45,3991.89,23951.34,GBP,Paid,Direct Debit,Invoice,2024/2025,-2
TXN-000265,INV-20231200265,2023-12-20,2024-02-18,,SUP-1016,LSE Enterprise Ltd,Education & Research,Operations,OPS001,4500,Professional Services,Training,27784.53,5556.91,33341.44,GBP,Pending,,Invoice,2023/2024,
TXN-000266,INV-20231000266,2023-10-06,2023-10-20,,SUP-1011,Decco Limited,Waste Management,Finance,FIN001,4300,Supplies And Services,Waste Processing,31555.68,6311.14,37866.82,GBP,Pending,,Invoice,2023/2024,
TXN-000267,INV-20230500267,2023-05-20,2023-06-19,2023-06-17,SUP-1005,Johnston Builders & Roofing Ltd,Construction,Legal,LEG001,6120,Capital,Joinery Works,4311.08,862.22,5173.30,GBP,Paid,BACS,Invoice,2023/2024,-2
TXN-000268,INV-20240700268,2024-07-10,2024-08-09,2024-07-31,SUP-1001,Tech Source IT Solutions Ltd,IT & Technology,Housing,HSG001,5100,Supplies And Services,IT Support,-3381.60,-676.32,-4057.92,GBP,Paid,BACS,Credit Note,2024/2025,-9
TXN-000269,INV-20240500269,2024-05-26,2024-06-25,2024-06-17,SUP-1001,Tech Source IT Solutions Ltd,IT & Technology,Marketing,MKT001,4700,Supplies And Services,IT Support,32260.35,6452.07,38712.42,GBP,Paid,Bank Transfer,Invoice,2024/2025,-8
TXN-000270,INV-20231000270,2023-10-01,2023-10-31,2023-10-23,SUP-1002,Phoenix Partnership Leeds Ltd,Healthcare IT,Marketing,MKT001,4700,Professional Services,System Integration,14647.89,2929.58,17577.47,GBP,Paid,Cheque,Invoice,2023/2024,-8
TXN-000271,INV-20230600271,2023-06-20,2023-07-20,2023-07-13,SUP-1018,Allied Publicity Services Ltd,Marketing,Planning,PLN001,6110,Supplies And Services,Print Media,-3561.87,-712.37,-4274.24,GBP,Paid,Bank Transfer,Credit Note,2023/2024,-7
TXN-000272,INV-20230700272,2023-07-05,2023-09-03,2023-08-28,SUP-1006,Edmundson Electrical Ltd,Electrical Supplies,Research,RES001,6200,Supplies And Services,Electrical Materials,-3274.55,-654.91,-3929.46,GBP,Paid,BACS,Credit Note,2023/2024,-6
TXN-000273,INV-20250100273,2025-01-20,2025-02-19,2025-02-18,SUP-1006,Edmundson Electrical Ltd,Electrical Supplies,Operations,OPS001,4500,Supplies And Services,Electrical Materials,-1341.39,-268.28,-1609.67,GBP,Paid,Purchase Card,Credit Note,2024/2025,-1
TXN-000274,INV-20250300274,2025-03-01,2025-03-31,2025-03-22,SUP-1018,Allied Publicity Services Ltd,Marketing,ICT Operations,ICT001,4200,Professional Services,Marketing Campaigns,10966.43,2193.29,13159.72,GBP,Paid,BACS,Invoice,2024/2025,-9
TXN-000275,INV-20250300275,2025-03-30,2025-05-29,2025-05-25,SUP-1014,P & M Sinclair Ltd,Construction,Human Resources,HR001,4800,Capital,Building Works,33946.50,6789.30,40735.80,GBP,Paid,Direct Debit,Invoice,2024/2025,-4
TXN-000276,INV-20230800276,2023-08-22,2023-09-21,2023-09-16,SUP-1035,Dalkeith SPV Ltd,Capital Projects,Environment,ENV001,5200,Capital,Major Works,6086.73,1217.35,7304.08,GBP,Paid,BACS,Invoice,2023/2024,-5
TXN-000277,INV-20241200277,2024-12-19,2025-01-02,2024-12-28,SUP-1005,Johnston Builders & Roofing Ltd,Construction,Environment,ENV001,5200,Capital,Joinery Works,38138.85,7627.77,45766.62,GBP,Paid,Purchase Card,Invoice,2024/2025,-5
TXN-000278,INV-20241000278,2024-10-18,2024-12-17,2024-12-15,SUP-1032,Core Technology Systems UK Ltd,IT Infrastructure,Housing,HSG001,5100,Supplies And Services,Infrastructure Support,-657.05,-131.41,-788.46,GBP,Paid,Bank Transfer,Credit Note,2024/2025,-2
TXN-000279,INV-20230600279,2023-06-24,2023-07-24,2023-07-18,SUP-1016,LSE Enterprise Ltd,Education & Research,Policy,POL001,6100,Professional Services,Research Services,44444.40,8888.88,53333.28,GBP,Paid,Cheque,Invoice,2023/2024,-6
TXN-000280,INV-20240200280,2024-02-10,2024-04-10,2024-04-06,SUP-1007,KPMG LLP,Professional Services,Public Health,PH001,4210,Professional Services,Audit Fees,8167.29,0.00,8167.29,GBP,Paid,Direct Debit,Invoice,2023/2024,-4
TXN-000281,INV-20230700281,2023-07-15,2023-08-14,2023-08-09,SUP-1029,Phoenix Software Ltd,IT Software,Marketing,MKT001,4700,Supplies And Services,Software Licensing,-3090.71,-618.14,-3708.85,GBP,Paid,Cheque,Credit Note,2023/2024,-5
TXN-000282,INV-20240500282,2024-05-28,2024-07-27,,SUP-1025,Franks Portlock Consulting Ltd,Consultancy,ICT Operations,ICT001,4200,Professional Services,Environmental Assessment,43559.42,0.00,43559.42,GBP,Overdue,,Invoice,2024/2025,
TXN-000283,INV-20240400283,2024-04-24,2024-05-24,2024-05-20,SUP-1034,RP Slight & Sons Ltd,Construction,Finance,FIN001,4300,Capital,Joinery Works,16287.31,3257.46,19544.77,GBP,Paid,BACS,Invoice,2024/2025,-4
TXN-000284,INV-20240100284,2024-01-08,2024-03-08,2024-03-01,SUP-1005,Johnston Builders & Roofing Ltd,Construction,Finance,FIN001,4300,Capital,Renovation Works,21827.21,4365.44,26192.65,GBP,Paid,BACS,Invoice,2023/2024,-7
TXN-000285,INV-20240700285,2024-07-12,2024-08-11,2024-08-07,SUP-1032,Core Technology Systems UK Ltd,IT Infrastructure,Human Resources,HR001,4800,Supplies And Services,Infrastructure Support,56942.20,11388.44,68330.64,GBP,Paid,Cheque,Invoice,2024/2025,-4
TXN-000286,INV-20240600286,2024-06-24,2024-07-24,2024-07-14,SUP-1025,Franks Portlock Consulting Ltd,Consultancy,Planning,PLN001,6110,Professional Services,Environmental Assessment,-1773.16,-0.00,-1773.16,GBP,Paid,Purchase Card,Credit Note,2024/2025,-10
TXN-000287,INV-20240200287,2024-02-21,2024-03-22,,SUP-1021,Posturite Ltd,Office Supplies,Finance,FIN001,4300,Supplies And Services,Ergonomic Equipment,58073.84,11614.77,69688.61,GBP,Pending,,Invoice,2023/2024,
TXN-000288,INV-20240100288,2024-01-13,2024-03-13,2024-03-12,SUP-1016,LSE Enterprise Ltd,Education & Research,Environment,ENV001,5200,Professional Services,Training,-4987.01,-0.00,-4987.01,GBP,Paid,BACS,Credit Note,2023/2024,-1
TXN-000289,INV-20240600289,2024-06-22,2024-07-22,,SUP-1030,Wales Audit Office,Audit & Compliance,Policy,POL001,6100,Professional Services,External Audit,49183.19,9836.64,59019.83,GBP,Overdue,,Invoice,2024/2025,
TXN-000290,INV-20231200290,2023-12-04,2024-01-03,,SUP-1032,Core Technology Systems UK Ltd,IT Infrastructure,Finance,FIN001,4300,Supplies And Services,Infrastructure Support,42985.37,8597.07,51582.44,GBP,Pending,,Invoice,2023/2024,
TXN-000291,INV-20241200291,2024-12-03,2025-02-01,2025-01-26,SUP-1025,Franks Portlock Consulting Ltd,Consultancy,Public Health,PH001,4210,Professional Services,Environmental Assessment,-4621.86,-924.37,-5546.23,GBP,Paid,BACS,Credit Note,2024/2025,-6
TXN-000292,INV-20230700292,2023-07-21,2023-08-20,,SUP-1024,Institute for Government,Consultancy,Policy,POL001,6100,Professional Services,Planning Consultancy,10188.72,0.00,10188.72,GBP,Pending,,Invoice,2023/2024,
TXN-000293,INV-20240600293,2024-06-14,2024-07-14,2024-07-13,SUP-1026,CMS Enviro Systems Ltd,Environmental,Planning,PLN001,6110,Supplies And Services,Environmental Services,13514.56,2702.91,16217.47,GBP,Paid,BACS,Invoice,2024/2025,-1
TXN-000294,INV-20240700294,2024-07-18,2024-08-01,,SUP-1029,Phoenix Software Ltd,IT Software,Environment,ENV001,5200,Supplies And Services,Software Licensing,-4989.09,-997.82,-5986.91,GBP,Pending,,Credit Note,2024/2025,
TXN-000295,INV-20240500295,2024-05-30,2024-06-29,2024-06-27,SUP-1031,Kin and Carta UK Ltd,Digital Services,Public Health,PH001,4210,Professional Services,Digital Transformation,18885.45,3777.09,22662.54,GBP,Paid,BACS,Invoice,2024/2025,-2
TXN-000296,INV-20240700296,2024-07-31,2024-08-30,2024-08-23,SUP-1034,RP Slight & Sons Ltd,Construction,Operations,OPS001,4500,Capital,Renovation Works,4263.67,852.73,5116.40,GBP,Paid,BACS,Invoice,2024/2025,-7
TXN-000297,INV-20250100297,2025-01-23,2025-02-22,,SUP-1008,SAV United Kingdom Ltd,IT Hardware,ICT Operations,ICT001,4200,Supplies And Services,Network Equipment,55812.87,11162.57,66975.44,GBP,Pending,,Invoice,2024/2025,
TXN-000298,INV-20241000298,2024-10-17,2024-11-16,2024-11-08,SUP-1016,LSE Enterprise Ltd,Education & Research,Marketing,MKT001,4700,Professional Services,Research Services,57518.14,0.00,57518.14,GBP,Paid,Direct Debit,Invoice,2024/2025,-8
TXN-000299,INV-20250200299,2025-02-02,2025-04-03,2025-04-03,SUP-1012,Sovereign Group Ltd,Construction,Finance,FIN001,4300,Capital,Joinery Works,-2385.48,-477.10,-2862.58,GBP,Paid,Direct Debit,Credit Note,2024/2025,0
TXN-000300,INV-20231000300,2023-10-28,2023-11-27,,SUP-1025,Franks Portlock Consulting Ltd,Consultancy,ICT Operations,ICT001,4200,Professional Services,Planning Consultancy,34746.54,0.00,34746.54,GBP,Overdue,,Invoice,2023/2024,
TXN-000301,INV-20240700301,2024-07-12,2024-08-11,2024-08-01,SUP-1024,Institute for Government,Consultancy,Environment,ENV001,5200,Professional Services,Planning Consultancy,31780.97,6356.19,38137.16,GBP,Paid,Direct Debit,Invoice,2024/2025,-10
TXN-000302,INV-20240300302,2024-03-22,2024-04-21,,SUP-1026,CMS Enviro Systems Ltd,Environmental,Human Resources,HR001,4800,Supplies And Services,Environmental Services,37137.42,7427.48,44564.90,GBP,Overdue,,Invoice,2023/2024,
TXN-000303,INV-20250200303,2025-02-17,2025-03-19,2025-03-18,SUP-1020,Tillicoultry Quarries Ltd,Materials,Customer Services,CST001,4900,Supplies And Services,Aggregate Materials,18496.46,3699.29,22195.75,GBP,Paid,BACS,Invoice,2024/2025,-1
TXN-000304,INV-20240900304,2024-09-05,2024-11-04,2024-10-26,SUP-1024,Institute for Government,Consultancy,Policy,POL001,6100,Professional Services,Planning Consultancy,34594.66,6918.93,41513.59,GBP,Paid,BACS,Invoice,2024/2025,-9
TXN-000305,INV-20241000305,2024-10-20,2024-11-19,2024-11-15,SUP-1032,Core Technology Systems UK Ltd,IT Infrastructure,Research,RES001,6200,Supplies And Services,Infrastructure Support,11429.14,2285.83,13714.97,GBP,Paid,Purchase Card,Invoice,2024/2025,-4
TXN-000306,INV-20230400306,2023-04-10,2023-06-09,2023-06-06,SUP-1004,Jamieson Joiners & Builders Ltd,Construction,Legal,LEG001,6120,Capital,Renovation Works,57838.79,11567.76,69406.55,GBP,Paid,Purchase Card,Invoice,2023/2024,-3
TXN-000307,INV-20240500307,2024-05-30,2024-07-29,2024-07-27,SUP-1027,Kyocera Document Solutions UK Ltd,Office Equipment,Research,RES001,6200,Supplies And Services,Printing Equipment,34032.52,6806.50,40839.02,GBP,Paid,BACS,Invoice,2024/2025,-2
TXN-000308,INV-20231100308,2023-11-17,2023-12-01,2023-11-29,SUP-1019,Simon Tullett Machinery Ltd,Machinery,ICT Operations,ICT001,4200,Supplies And Services,Machinery Maintenance,34047.62,6809.52,40857.14,GBP,Paid,Purchase Card,Invoice,2023/2024,-2
TXN-000309,INV-20231200309,2023-12-31,2024-01-14,,SUP-1033,P1 Solutions Ltd,Facilities,Public Health,PH001,4210,Supplies And Services,Facilities Management,32637.09,6527.42,39164.51,GBP,Overdue,,Invoice,2023/2024,
TXN-000310,INV-20241000310,2024-10-11,2024-11-10,2024-11-09,SUP-1003,Siemens Financial Services Ltd,Equipment Finance,Planning,PLN001,6110,Capital,Equipment Purchase,18038.11,3607.62,21645.73,GBP,Paid,BACS,Invoice,2024/2025,-1
TXN-000311,INV-20230600311,2023-06-29,2023-08-28,,SUP-1029,Phoenix Software Ltd,IT Software,Facilities,FAC001,4400,Supplies And Services,Software Licensing,46593.99,9318.80,55912.79,GBP,Overdue,,Invoice,2023/2024,
TXN-000312,INV-20250300312,2025-03-28,2025-04-11,,SUP-1016,LSE Enterprise Ltd,Education & Research,Housing,HSG001,5100,Professional Services,Training,10167.40,0.00,10167.40,GBP,Pending,,Invoice,2024/2025,
TXN-000313,INV-20230500313,2023-05-31,2023-06-14,2023-06-06,SUP-1014,P & M Sinclair Ltd,Construction,Legal,LEG001,6120,Capital,Building Works,35912.25,7182.45,43094.70,GBP,Paid,BACS,Invoice,2023/2024,-8
TXN-000314,INV-20240100314,2024-01-22,2024-02-05,2024-01-28,SUP-1021,Posturite Ltd,Office Supplies,Policy,POL001,6100,Supplies And Services,Ergonomic Equipment,8351.44,1670.29,10021.73,GBP,Paid,Direct Debit,Invoice,2023/2024,-8
TXN-000315,INV-20230800315,2023-08-08,2023-09-07,2023-09-05,SUP-1004,Jamieson Joiners & Builders Ltd,Construction,Facilities,FAC001,4400,Capital,Joinery Works,49751.79,9950.36,59702.15,GBP,Paid,Direct Debit,Invoice,2023/2024,-2
TXN-000316,INV-20250100316,2025-01-02,2025-03-03,2025-02-24,SUP-1032,Core Technology Systems UK Ltd,IT Infrastructure,Finance,FIN001,4300,Supplies And Services,Infrastructure Support,38109.26,7621.85,45731.11,GBP,Paid,Bank Transfer,Invoice,2024/2025,-7
TXN-000317,INV-20250300317,2025-03-12,2025-04-11,2025-04-04,SUP-1026,CMS Enviro Systems Ltd,Environmental,Marketing,MKT001,4700,Supplies And Services,Environmental Services,35021.84,7004.37,42026.21,GBP,Paid,Bank Transfer,Invoice,2024/2025,-7
TXN-000318,INV-20230600318,2023-06-04,2023-06-18,2023-06-15,SUP-1030,Wales Audit Office,Audit & Compliance,Research,RES001,6200,Professional Services,External Audit,49534.65,9906.93,59441.58,GBP,Paid,Bank Transfer,Invoice,2023/2024,-3
TXN-000319,INV-20240300319,2024-03-11,2024-03-25,2024-03-23,SUP-1021,Posturite Ltd,Office Supplies,Legal,LEG001,6120,Supplies And Services,Ergonomic Equipment,-3994.44,-798.89,-4793.33,GBP,Paid,BACS,Credit Note,2023/2024,-2
TXN-000320,INV-20230400320,2023-04-17,2023-05-17,,SUP-1003,Siemens Financial Services Ltd,Equipment Finance,Public Health,PH001,4210,Capital,Equipment Purchase,26616.84,5323.37,31940.21,GBP,Overdue,,Invoice,2023/2024,
TXN-000321,INV-20250300321,2025-03-06,2025-04-05,,SUP-1001,Tech Source IT Solutions Ltd,IT & Technology,Waste Management,WM001,4600,Supplies And Services,IT Hardware,9748.90,1949.78,11698.68,GBP,Pending,,Invoice,2024/2025,
TXN-000322,INV-20240400322,2024-04-04,2024-05-04,2024-04-29,SUP-1018,Allied Publicity Services Ltd,Marketing,Public Health,PH001,4210,Supplies And Services,Branding Materials,3344.29,668.86,4013.15,GBP,Paid,Bank Transfer,Invoice,2024/2025,-5
